run_id,condition,seed,backbone,model_name,use_attention_loss,use_sentiment,status,run_dir
v2_15seed,A_B,42,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_42
v2_15seed,A_B,52,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_52
v2_15seed,A_B,62,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_62
v2_15seed,A_B,72,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_72
v2_15seed,A_B,82,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_82
v2_15seed,A_B,92,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_92
v2_15seed,A_B,102,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_102
v2_15seed,A_B,112,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_112
v2_15seed,A_B,122,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_122
v2_15seed,A_B,132,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_132
v2_15seed,A_B,142,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_142
v2_15seed,A_B,152,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_152
v2_15seed,A_B,162,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_162
v2_15seed,A_B,172,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_172
v2_15seed,A_B,182,BERT,bert-base-uncased,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_b/seed_182
v2_15seed,B_B,42,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_42
v2_15seed,B_B,52,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_52
v2_15seed,B_B,62,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_62
v2_15seed,B_B,72,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_72
v2_15seed,B_B,82,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_82
v2_15seed,B_B,92,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_92
v2_15seed,B_B,102,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_102
v2_15seed,B_B,112,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_112
v2_15seed,B_B,122,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_122
v2_15seed,B_B,132,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_132
v2_15seed,B_B,142,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_142
v2_15seed,B_B,152,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_152
v2_15seed,B_B,162,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_162
v2_15seed,B_B,172,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_172
v2_15seed,B_B,182,BERT,bert-base-uncased,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_b/seed_182
v2_15seed,C_B,42,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_42
v2_15seed,C_B,52,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_52
v2_15seed,C_B,62,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_62
v2_15seed,C_B,72,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_72
v2_15seed,C_B,82,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_82
v2_15seed,C_B,92,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_92
v2_15seed,C_B,102,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_102
v2_15seed,C_B,112,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_112
v2_15seed,C_B,122,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_122
v2_15seed,C_B,132,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_132
v2_15seed,C_B,142,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_142
v2_15seed,C_B,152,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_152
v2_15seed,C_B,162,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_162
v2_15seed,C_B,172,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_172
v2_15seed,C_B,182,BERT,bert-base-uncased,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_b/seed_182
v2_15seed,D_B,42,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_42
v2_15seed,D_B,52,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_52
v2_15seed,D_B,62,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_62
v2_15seed,D_B,72,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_72
v2_15seed,D_B,82,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_82
v2_15seed,D_B,92,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_92
v2_15seed,D_B,102,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_102
v2_15seed,D_B,112,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_112
v2_15seed,D_B,122,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_122
v2_15seed,D_B,132,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_132
v2_15seed,D_B,142,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_142
v2_15seed,D_B,152,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_152
v2_15seed,D_B,162,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_162
v2_15seed,D_B,172,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_172
v2_15seed,D_B,182,BERT,bert-base-uncased,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_b/seed_182
v2_15seed,A_R,42,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_42
v2_15seed,A_R,52,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_52
v2_15seed,A_R,62,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_62
v2_15seed,A_R,72,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_72
v2_15seed,A_R,82,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_82
v2_15seed,A_R,92,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_92
v2_15seed,A_R,102,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_102
v2_15seed,A_R,112,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_112
v2_15seed,A_R,122,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_122
v2_15seed,A_R,132,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_132
v2_15seed,A_R,142,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_142
v2_15seed,A_R,152,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_152
v2_15seed,A_R,162,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_162
v2_15seed,A_R,172,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_172
v2_15seed,A_R,182,RoBERTa,roberta-base,False,False,completed,outputs/experiments/v2_15seed/benchmark/runs/a_r/seed_182
v2_15seed,B_R,42,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_42
v2_15seed,B_R,52,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_52
v2_15seed,B_R,62,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_62
v2_15seed,B_R,72,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_72
v2_15seed,B_R,82,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_82
v2_15seed,B_R,92,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_92
v2_15seed,B_R,102,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_102
v2_15seed,B_R,112,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_112
v2_15seed,B_R,122,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_122
v2_15seed,B_R,132,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_132
v2_15seed,B_R,142,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_142
v2_15seed,B_R,152,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_152
v2_15seed,B_R,162,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_162
v2_15seed,B_R,172,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_172
v2_15seed,B_R,182,RoBERTa,roberta-base,True,False,completed,outputs/experiments/v2_15seed/benchmark/runs/b_r/seed_182
v2_15seed,C_R,42,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_42
v2_15seed,C_R,52,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_52
v2_15seed,C_R,62,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_62
v2_15seed,C_R,72,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_72
v2_15seed,C_R,82,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_82
v2_15seed,C_R,92,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_92
v2_15seed,C_R,102,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_102
v2_15seed,C_R,112,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_112
v2_15seed,C_R,122,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_122
v2_15seed,C_R,132,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_132
v2_15seed,C_R,142,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_142
v2_15seed,C_R,152,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_152
v2_15seed,C_R,162,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_162
v2_15seed,C_R,172,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_172
v2_15seed,C_R,182,RoBERTa,roberta-base,False,True,completed,outputs/experiments/v2_15seed/benchmark/runs/c_r/seed_182
v2_15seed,D_R,42,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_42
v2_15seed,D_R,52,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_52
v2_15seed,D_R,62,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_62
v2_15seed,D_R,72,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_72
v2_15seed,D_R,82,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_82
v2_15seed,D_R,92,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_92
v2_15seed,D_R,102,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_102
v2_15seed,D_R,112,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_112
v2_15seed,D_R,122,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_122
v2_15seed,D_R,132,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_132
v2_15seed,D_R,142,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_142
v2_15seed,D_R,152,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_152
v2_15seed,D_R,162,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_162
v2_15seed,D_R,172,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_172
v2_15seed,D_R,182,RoBERTa,roberta-base,True,True,completed,outputs/experiments/v2_15seed/benchmark/runs/d_r/seed_182
